t_index	term	df
6333	lumber	3
6334	lumberjack	1
6335	luna	1
6336	lunch	12
6337	luncheon	3
6338	lunchtim	2
6339	lung	9
6340	luong	6
6341	lurid	1
6342	lurin	1
6343	lush	1
6344	lust	1
6345	luther	2
6346	lutheran	1
6347	luxembourg	3
6348	luxor	2
6349	luxuri	5
6350	lvador	1
6351	lwr	1
6352	lyhoog	1
6353	lynch	2
6354	lyndon	8
6355	lynn	2
6356	lyon	1
6357	lyric	3
6358	m	258
6359	ma	1
6360	mac	4
6361	macarthur	1
6362	macdonald	4
6363	maceda	11
6364	macedonia	2
6365	machaca	3
6366	machet	6
6367	machin	23
6368	machineri	4
6369	machinist	1
6370	mack	8
6371	macon	1
6372	mad	4
6373	madden	1
6374	maddock	1
6375	made	296
6376	madelein	42
6377	madelin	4
6378	madinat	1
6379	madison	3
6380	madix	1
6381	madra	4
6382	madrassah	1
6383	madrid	14
6384	maelstrom	1
6385	mafia	3
6386	magana	6
6387	maganbhai	4
6388	magazin	13
6389	mager	1
6390	maggi	1
6391	magic	2
6392	magistr	3
6393	magnanim	3
6394	magnat	3
6395	magnet	1
6396	magnifi	4
6397	magnific	1
6398	magnitogorsk	2
6399	magnitud	59
6400	magnu	14
6401	magnum	4
6402	mahajan	2
6403	mahatma	1
6404	mahesh	1
6405	mahmood	1
6406	mahmoud	1
6407	mahogani	1
6408	mahopac	1
6409	mahur	3
6410	maiden	1
6411	mail	22
6412	maim	3
6413	main	122
6414	mainagashev	1
6415	mainland	1
6416	mainli	17
6417	mainstay	1
6418	maintain	48
6419	mainten	19
6420	mainupl	1
6421	maj	5
6422	majdanpek	1
6423	majoli	6
6424	major	198
6425	make	275
6426	maker	8
6427	makeshift	16
6428	maketa	1
6429	makeup	1
6430	malaysia	4
6431	malaysian	3
6432	malca	1
6433	malcolm	2
6434	male	2
6435	malevol	4
6436	malfunct	13
6437	malhotra	1
6438	mali	3
6439	malic	2
6440	maliss	1
6441	malivai	1
6442	mall	5
6443	malnourish	1
6444	malnutrit	1
6445	malon	1
6446	maloney	2
6447	mama	1
6448	mamad	2
6449	mamansk	1
6450	mammoth	2
6451	man	210
6452	manag	88
6453	manama	4
6454	mananga	1
6455	manannikova	1
6456	manau	1
6457	manchest	1
6458	mandat	9
6459	mandatori	7
6460	mandela	1
6461	maneuv	27
6462	mangal	1
6463	mangl	12
6464	mangu	1
6465	manhattan	10
6466	manhunt	27
6467	mani	345
6468	mania	3
6469	manifest	1
6470	manifold	1
6471	manind	1
6472	manipul	27
6473	mann	4
6474	manner	15
6475	manorama	1
6476	mansfield	1
6477	mansi	1
6478	mansion	21
6479	mansoob	1
6480	mansoon	1
6481	mantra	4
6482	manual	2
6483	manuel	5
6484	manufactur	12
6485	maoist	2
6486	map	8
6487	maquiladora	1
6488	mar	20
6489	maradiaga	1
6490	maraniss	1
6491	marat	27
6492	marathon	6
6493	marbella	1
6494	marbl	3
6495	marburi	1
6496	marc	23
6497	marcela	1
6498	marcelo	2
6499	march	59
6500	marchenko	1
6501	marcher	6
6502	marci	1
6503	marco	7
6504	marg	1
6505	margaret	4
6506	margin	26
6507	margolin	2
6508	mari	27
6509	maria	13
6510	mariam	1
6511	mariana	2
6512	mariano	1
6513	marietta	3
6514	marija	1
6515	marijuana	5
6516	marilyn	4
6517	marin	39
6518	mario	9
6519	marit	2
6520	maritim	17
6521	marjanov	2
6522	mark	85
6523	market	33
6524	marketplac	2
6525	marko	11
6526	markov	10
6527	marlborough	2
6528	marlen	2
6529	marlin	15
6530	marlton	1
6531	marmian	1
6532	maroon	1
6533	marquez	15
6534	marrero	2
6535	marri	7
6536	marriag	5
6537	marroquin	1
6538	marrow	1
6539	marsha	1
6540	marshal	12
6541	marshallfor	1
6542	marshallreport	1
6543	mart	1
6544	marta	2
6545	martha	2
6546	marti	1
6547	martial	1
6548	martin	20
6549	martina	40
6550	martinez	8
6551	martyr	3
6552	martz	1
6553	marv	1
6554	marvel	2
6555	marxist	11
6556	maryland	3
6557	masia	1
6558	mask	5
6559	mason	3
6560	masonri	11
6561	masquerad	1
6562	masri	2
6563	mass	41
6564	massachusett	5
6565	massacr	6
6566	masseus	1
6567	massi	2
6568	massif	1
6569	massiv	65
6570	mast	1
6571	master	10
6572	masteri	1
6573	mastermind	33
6574	mat	1
6575	match	70
6576	matchup	6
6577	mate	18
6578	materi	42
6579	math	1
6580	mathemat	3
6581	mathewson	2
6582	mathieu	1
6583	matic	4
6584	matt	1
6585	matter	77
6586	matthew	8
6587	mattingli	1
6588	mattress	5
6589	matur	2
6590	mauresmo	6
6591	mauricio	1
6592	mauritania	4
6593	mauro	1
6594	mausoleum	3
6595	max	1
6596	maxim	2
6597	maximalist	1
6598	maximum	34
6599	may	268
6600	mayb	39
6601	mayhem	3
6602	mayor	30
6603	maze	2
6604	mbeki	3
6605	mcalest	3
6606	mcarthur	1
6607	mcauliff	4
6608	mcavoy	1
6609	mccain	5
6610	mccarthi	2
6611	mcclean	1
6612	mcclure	1
6613	mccollum	7
6614	mccomb	1
6615	mcconnel	1
6616	mcdaniel	1
6617	mcdonald	2
6618	mcdoogl	3
6619	mcdougal	12
6620	mcduff	1
6621	mcduge	1
6622	mcenro	2
6623	mcgwire	2
6624	mci	1
6625	mcintosh	1
6626	mcnamara	1
6627	mcveigh	1
6628	md	6
6629	meager	2
6630	meal	6
6631	mean	99
6632	meaning	2
6633	meant	22
6634	meantim	14
6635	meanwhil	74
6636	measur	69
6637	meat	3
6638	mecca	2
6639	mechan	10
6640	mechanicsvil	3
6641	medal	10
6642	medalist	5
6643	media	68
6644	mediat	17
6645	medic	92
6646	medicar	13
6647	medicin	18
6648	medina	5
6649	medinat	2
6650	mediterranean	6
6651	medium	6
6652	meena	1
6653	meet	171
6654	megaphon	1
6655	megawatt	2
6656	meghann	3
6657	megrahi	1
6658	meguid	1
6659	mehta	3
6660	mei	1
6661	mel	67
6662	mela	3
6663	melancholi	1
6664	melbourn	28
6665	mele	7
6666	melissa	7
6667	mell	1
6668	mellman	1
6669	melros	1
6670	melt	3
6671	melvin	4
6672	member	205
6673	membership	4
6674	memento	1
6675	memo	5
6676	memoir	1
6677	memor	4
6678	memorandum	1
6679	memori	58
6680	memphi	1
6681	men	217
6682	menac	1
6683	mend	3
6684	menet	1
6685	mengistu	1
6686	mensch	1
6687	mental	15
6688	mention	37
6689	mentor	1
6690	menu	2
6691	mer	1
6692	merced	3
6693	merchant	6
6694	merci	6
6695	merciless	1
6696	mere	17
6697	merg	3
6698	merger	2
6699	meri	2
6700	merianov	1
6701	merit	13
6702	merlin	1
6703	mermonsk	1
6704	mermosk	1
6705	mern	1
6706	merri	2
6707	mershon	8
6708	mesh	2
6709	mesmer	1
6710	mess	17
6711	messag	44
6712	messeng	1
6713	met	81
6714	metal	32
6715	metallurg	2
6716	metaphor	3
6717	meteorolog	6
6718	meteorologist	3
6719	meter	2
6720	method	15
6721	methodist	2
6722	methodolog	1
6723	methyl	1
6724	meticul	4
6725	metropolitan	1
6726	mexican	4
6727	mexico	34
6728	mi	2
6729	mia	12
6730	miami	14
6731	miand	1
6732	micandinov	1
6733	mich	9
6734	michael	45
6735	michal	3
6736	michel	4
6737	michella	1
6738	michigan	18
6739	mickelson	3
6740	mickli	1
6741	microphon	2
6742	microscop	2
6743	micunov	1
6744	mid	35
6745	midafternoon	1
6746	midday	11
6747	middl	133
6748	mideast	25
6749	midhar	2
6750	midnight	19
6751	midpoint	1
6752	midsect	3
6753	midst	7
6754	midstream	1
6755	midway	2
6756	midweek	1
6757	midwest	3
6758	midwestern	1
6759	mif	1
6760	mift	1
6761	mig	1
6762	might	173
6763	mighti	3
6764	migrant	2
6765	migrat	5
6766	miguel	11
6767	mihailova	1
6768	mihajlov	3
6769	mihdar	3
6770	miiltari	1
6771	mik	1
6772	mike	22
6773	mikhail	8
6774	mikhailov	1
6775	mikilo	1
6776	miklaszeski	1
6777	miklaszewski	14
6778	miklaszweski	1
6779	mil	19
6780	milagro	2
6781	milan	10
6782	milanko	1
6783	milanov	2
6784	mild	7
6785	mildli	1
6786	mildr	1
6787	mile	138
6788	mileston	2
6789	milica	2
6790	milit	38
6791	militantli	2
6792	militar	3
6793	militari	282
6794	militarili	8
6795	militia	2
6796	militiamen	1
6797	milivoj	1
6798	milivojev	1
6799	milk	1
6800	milken	17
6801	mill	4
6802	millenni	1
6803	millennium	4
6804	miller	6
6805	millimet	2
6806	million	192
6807	millionair	15
6808	milo	3
6809	milosev	134
6810	milosov	1
6811	milovan	2
6812	milroy	1
6813	milutin	4
6814	milutinov	9
6815	milwauke	6
6816	min	1
6817	minaret	2
6818	minc	1
6819	mind	38
6820	minder	1
6821	mindset	1
6822	mine	47
6823	minefield	1
6824	miner	20
6825	minesweep	1
6826	ming	1
6827	mingl	3
6828	minh	24
6829	miniatur	1
6830	minim	3
6831	minimum	13
6832	minist	171
6833	ministri	35
6834	minivan	1
6835	minn	3
6836	minneapoli	2
6837	minner	1
6838	minnesota	12
6839	minnesotan	1
6840	minor	39
6841	mint	1
6842	minu	6
6843	minut	114
6844	mira	3
6845	miracl	10
6846	miracul	7
6847	miranda	3
6848	mirco	1
6849	miriam	1
6850	mirjana	9
6851	mirko	2
6852	miroljub	1
6853	miroslav	2
6854	miroslava	2
6855	mirror	3
6856	misappli	2
6857	miscalcul	1
6858	misconduct	1
6859	misconstru	1
6860	miscu	1
6861	misde	2
6862	misdemeanor	8
6863	miser	4
6864	miseri	1
6865	misfir	3
6866	misfortun	1
6867	misguid	1
6868	misha	2
6869	mishandl	6
6870	mishap	1
6871	mishra	1
6872	misinform	2
6873	misl	2
6874	mislead	1
6875	mismanag	3
6876	mismatch	4
6877	misnom	1
6878	mispronounc	1
6879	misrepres	1
6880	misrepresent	1
6881	misri	1
6882	miss	154
6883	missil	55
6884	mission	55
6885	missionari	3
6886	mississippi	13
6887	missouri	67
6888	missourian	6
6889	misspel	1
6890	misstat	3
6891	misstep	2
6892	mistak	32
6893	mistaken	3
6894	mistreat	4
6895	mistress	6
6896	mistrust	1
6897	misunderstand	3
6898	misunderstood	4
6899	misus	2
6900	mitch	5
6901	mitchel	7
6902	mitic	2
6903	mitig	5
6904	mitra	1
6905	mitrovica	1
6906	mittman	1
6907	mix	26
6908	mixtur	3
6909	mladic	2
6910	mladjan	3
6911	mo	14
6912	moammar	1
6913	moan	1
6914	mob	27
6915	mobil	17
6916	mock	5
6917	mockeri	1
6918	mode	4
6919	model	12
6920	moder	29
6921	modern	24
6922	modest	7
6923	modifi	6
6924	mofrt	1
6925	mogul	5
6926	moham	24
6927	mohammad	1
6928	mohm	1
6929	mohsen	3
6930	moin	1
6931	molass	1
6932	mold	1
6933	mole	1
6934	molest	1
6935	molotov	1
6936	mom	5
6937	momcilo	1
6938	moment	110
6939	moments	1
6940	momentum	12
6941	momir	5
6942	mommi	1
6943	mona	1
6944	monarch	1
6945	monarchi	1
6946	monasteri	1
6947	monday	207
6948	monetari	13
6949	money	115
6950	mong	1
6951	monger	2
6952	monica	32
6953	moniqu	1
6954	monitor	15
6955	monopol	1
6956	monoxid	2
6957	monsignor	1
6958	mont	1
6959	montana	9
6960	montecino	5
6961	montelo	1
6962	montenegrin	7
6963	montenegro	23
6964	montesino	41
6965	montesseno	1
6966	montgomeri	2
6967	month	271
6968	monthli	1
6969	monthlong	1
6970	monticello	1
6971	montonegro	1
6972	montono	1
6973	montoursvil	1
6974	monument	3
6975	moo	1
6976	mood	19
6977	moolgd	1
6978	moon	1
6979	mooney	1
6980	mooni	1
6981	moor	35
6982	moorin	1
6983	moot	1
6984	mope	1
6985	moral	38
6986	morali	1
6987	morariu	4
6988	moratorium	5
6989	moreno	8
6990	moreov	2
6991	moresmo	1
6992	morgan	1
6993	morgu	8
6994	mori	5
6995	morison	1
6996	mork	1
6997	morn	139
6998	moroccan	1
6999	morocco	8
7000	moros	1
7001	morph	1
7002	morrano	1
7003	morri	2
7004	morrisvil	2
7005	mortal	2
7006	mortar	4
7007	mortem	2
7008	morton	3
7009	moscow	79
7010	mosqu	14
7011	mosquito	1
7012	mossad	1
7013	mostli	45
7014	motahar	1
7015	motel	9
7016	moth	1
7017	mother	64
7018	motherland	1
7019	motherless	1
7020	motion	11
7021	motiv	19
7022	motley	1
7023	motor	19
7024	motorbik	1
7025	motorcad	11
7026	motorcycl	6
7027	motorist	1
7028	motsak	4
7029	motto	2
7030	mound	11
7031	mount	39
7032	mountain	37
7033	mountainsid	6
7034	mountaintop	1
7035	mourn	21
7036	mourner	12
7037	mourton	1
7038	mouth	4
7039	mouthpiec	3
7040	move	212
7041	movement	37
7042	mover	5
7043	movi	10
7044	mow	2
7045	moya	10
7046	moynihan	5
7047	moyo	1
7048	mozambiqu	2
7049	mph	16
7050	mr	151
7051	mra	2
7052	mrclinton	1
7053	ms	4
7054	msnbc	5
7055	mtv	1
7056	mubarak	6
7057	much	252
7058	mud	24
7059	muddi	4
7060	muddl	3
7061	mudslid	5
7062	mueller	5
7063	muezzin	1
7064	muffl	3
7065	mug	2
7066	mugab	1
7067	muhajiroun	3
7068	muham	1
7069	muhammad	7
7070	mujahedeen	1
7071	mujahedin	1
7072	mujahid	1
7073	mull	3
7074	mullah	1
7075	mulligan	1
7076	mullin	9
7077	mulshankar	3
7078	multi	1
7079	multifacet	2
7080	multilingu	1
7081	multimillion	2
7082	multimillionair	3
7083	multin	4
7084	multiparti	2
7085	multipl	11
7086	multipli	1
7087	multistori	7
7088	multitud	2
7089	mum	2
7090	mumbai	1
7091	munchak	1
7092	mundan	2
7093	munich	1
7094	municip	17
7095	munit	3
7096	muprhi	1
7097	muqbel	1
7098	murder	52
7099	murdoch	1
7100	murk	1
7101	murki	3
7102	murmansk	5
7103	murmosk	1
7104	murousi	1
7105	murphi	21
7106	murray	2
7107	murtza	1
7108	musawah	3
7109	muscl	4
7110	muscular	1
7111	muse	1
7112	museum	7
7113	musharraf	4
7114	music	13
7115	musician	2
7116	muslim	59
7117	must	123
7118	mustach	2
7119	muster	1
7120	mustn	3
7121	mute	9
7122	mutil	2
7123	mutin	1
7124	mutini	7
7125	muttawakil	1
7126	mutter	1
7127	mutual	1
7128	myakka	1
7129	myasthenia	1
7130	mydan	1
7131	myer	4
7132	myong	2
7133	mysteri	17
7134	mystiqu	1
7135	myth	2
7136	mythic	1
7137	n	80
7138	naacp	1
7139	nab	2
7140	nabil	1
7141	nachtig	4
7142	nacion	1
7143	nadejda	1
7144	nader	12
7145	naderi	2
7146	nadia	1
7147	nadler	1
7148	nadu	1
7149	nagel	1
7150	nagl	1
7151	nagyova	3
7152	nahdi	1
7153	nai	1
7154	nail	3
7155	naina	5
7156	nainabehn	1
7157	nairobi	6
7158	nairri	1
7159	naiv	1
7160	naji	1
7161	najjar	1
7162	nake	2
7163	nam	4
7164	namast	1
7165	nambiar	1
7166	name	162
7167	namesak	1
7168	namrata	5
7169	nanci	3
7170	nanni	1
7171	nanuet	1
7172	naoya	1
7173	nap	2
7174	narayan	2
7175	narayanan	1
7176	narbheram	1
7177	narcot	13
7178	narr	1
7179	narrow	29
7180	narrowli	9
7181	nasa	1
7182	nasdaq	1
7183	nashvil	7
7184	nasir	1
7185	nasr	1
7186	nassou	2
7187	nasti	1
7188	nastier	1
7189	natalia	1
7190	nath	1
7191	nati	1
7192	nation	332
7193	nationalcop	1
7194	nationalist	15
7195	nationwid	20
7196	nativ	18
7197	nato	47
7198	natop	1
7199	natta	1
7200	natter	11
7201	natur	49
7202	nauf	1
7203	navajo	4
7204	naval	108
7205	navarro	1
7206	navasota	1
7207	navcent	2
7208	navel	1
7209	navi	230
7210	navig	2
7211	navnirman	1
7212	navpalib	4
7213	navrotski	8
7214	navstanorva	1
7215	navymen	2
7216	nazi	3
7217	nbc	66
7218	nd	10
7219	ne	1
7220	nea	1
7221	near	181
7222	nearbi	66
7223	nearest	1
7224	nearli	115
7225	neat	4
7226	neatli	1
7227	neb	1
7228	nebojsa	15
7229	nebraska	4
7230	necess	2
7231	necessari	30
7232	necessarili	8
7233	necessit	3
7234	neck	9
7235	ned	1
7236	need	210
7237	needi	1
7238	neediest	1
7239	needl	1
7240	neeman	1
7241	neg	12
7242	negat	1
7243	neglect	2
7244	neglig	4
7245	negoti	63
7246	neighbor	83
7247	neighborhood	54
7248	neighborli	5
7249	neil	2
7250	neill	3
7251	neither	38
7252	nelli	1
7253	nelson	8
7254	nemesi	4
7255	nemeth	1
7256	nena	1
7257	nenad	10
7258	nenadov	1
7259	nene	1
7260	neo	7
7261	nepal	8
7262	nephew	5
7263	neruda	2
7264	nerv	5
7265	nervou	12
7266	nervous	4
7267	nese	1
7268	ness	1
7269	nest	1
7270	net	81
7271	netherland	15
7272	network	61
7273	neutral	4
7274	nevada	7
7275	never	143
7276	nevertheless	9
7277	nevypolneniy	1
7278	new	401
7279	newark	1
7280	newburi	21
7281	newcomb	1
7282	newer	1
7283	newest	6
7284	newfound	1
7285	newli	34
7286	newlyw	2
7287	newport	2
7288	news	352
7289	newscast	7
7290	newslett	4
7291	newsmagazin	1
7292	newsnow	1
7293	newspap	58
7294	newsroom	1
7295	newsstand	1
7296	newsweek	3
7297	newswir	1
7298	next	238
7299	nfl	1
7300	ng	2
7301	nga	4
7302	ngan	1
7303	ngo	2
7304	ngoc	2
7305	nguessan	2
7306	nguyen	4
7307	nhan	1
7308	nhema	1
7309	ni	10
7310	nic	1
7311	nicaragua	3
7312	nice	10
7313	niceti	1
7314	nich	1
7315	nichola	2
7316	nick	4
7317	nicknam	5
7318	nicodem	2
7319	nicol	3
7320	nicola	8
7321	nidal	1
7322	niec	1
7323	nielsen	1
7324	nien	2
7325	nieto	1
7326	nigeria	7
7327	nigerian	1
7328	night	198
7329	nightclub	3
7330	nighter	1
7331	nightfal	3
7332	nightgown	2
7333	nightli	2
7334	nightmar	6
7335	nightmarish	1
7336	nighttim	6
7337	nikit	1
7338	nikol	2
7339	nikola	3
7340	niksic	2
7341	nimesh	1
7342	nin	2
7343	nina	5
7344	nine	47
7345	nineti	1
7346	nino	1
7347	ninth	20
7348	nip	2
7349	nirmala	1
7350	nissan	3
7351	nitex	2
7352	nitrat	1
7353	nitti	1
7354	nixon	17
7355	nizali	1
7356	nleomf	1
7357	nn	1
7358	nobl	3
7359	nobleman	1
7360	nobodi	39
7361	nod	2
7362	noi	1
7363	nois	6
7364	noisi	1
7365	nolan	1
7366	noman	1
7367	nomin	17
7368	nomine	14
7369	non	18
7370	nonchalantli	1
7371	noncommiss	1
7372	none	45
7373	nonessenti	3
7374	nonetheless	9
7375	nonexist	5
7376	nongovern	2
7377	nonneman	1
7378	nonpartisan	6
7379	nonpolit	2
7380	nonprofit	3
7381	nonsens	1
7382	nonspecif	1
7383	nonstat	1
7384	nonstop	4
7385	nonviol	7
7386	nonword	1
7387	noon	13
7388	noparolepelti	2
7389	norah	1
7390	norfolk	67
7391	norm	3
7392	normal	69
7393	normalci	1
7394	norman	19
7395	north	78
7396	northeast	10
7397	northeastern	6
7398	northern	60
7399	northup	4
7400	northward	1
7401	northwest	17
7402	northwestern	3
7403	norton	1
7404	norway	14
7405	norwegian	44
7406	nose	3
7407	nostalgia	1
7408	notabl	10
7409	notch	4
7410	note	70
7411	notebook	2
7412	noth	82
7413	notic	19
7414	notif	1
7415	notifi	20
7416	notion	4
7417	notori	6
7418	notorieti	1
7419	notr	2
7420	notwithstand	2
7421	nov	38
7422	novel	2
7423	novelist	2
7424	novemb	36
7425	novi	4
7426	novic	1
7427	novost	1
7428	novosti	3
7429	nowaday	1
7430	nowher	8
7431	npr	9
7432	ntsb	5
7433	nuanc	1
7434	nuclear	52
7435	nude	1
7436	nudg	3
7437	nuffer	1
7438	null	1
7439	nullifi	9
7440	numb	1
7441	number	145
7442	numer	21
7443	nun	1
7444	nuria	3
7445	nurs	8
7446	nurtur	2
7447	nuvajubhai	1
7448	nw	1
7449	ny	1
7450	nytim	1
7451	o	17
7452	oa	2
7453	oakland	1
7454	oasi	2
7455	oath	13
7456	oaxa	1
7457	obedi	2
7458	obey	9
7459	obituari	1
7460	object	36
7461	oblig	9
7462	obliqu	1
7463	obliter	2
7464	obrad	1
7465	obradov	3
7466	obrenovac	1
7467	obscen	2
7468	obscur	5
7469	observ	45
7470	observatori	1
7471	obsess	2
7472	obstacl	14
7473	obstinaci	1
7474	obstruct	3
7475	obstructionist	1
7476	obtain	61
7477	obviou	12
7478	obvious	46
7479	obyazatelstv	1
7480	occas	19
7481	occasion	14
7482	occup	9
7483	occupi	16
7484	occur	67
7485	ocean	13
7486	ochoa	3
7487	oct	112
7488	octob	76
7489	octopu	3
7490	odci	4
7491	odd	10
7492	odeh	1
7493	odium	1
7494	odlon	1
7495	odolon	1
7496	off	2
7497	offenc	1
7498	offend	13
7499	offens	16
7500	offer	128
7501	offic	364
7502	offici	496
7503	offshoot	1
7504	offshor	11
7505	ofici	1
7506	often	64
7507	ofussia	1
7508	ogen	1
7509	ognjen	1
7510	oh	14
7511	ohio	9
7512	oht	2
7513	oik	1
7514	oil	48
7515	oiler	2
7516	oilfield	1
7517	oili	4
7518	ojdan	3
7519	ok	16
7520	okay	8
7521	okaz	1
7522	okla	2
7523	oklahoma	13
7524	oklia	1
7525	old	256
7526	olden	1
7527	older	9
7528	oldest	9
7529	oleg	2
7530	olga	3
7531	oliv	5
7532	oliva	2
7533	olivera	5
7534	olivo	1
7535	oloroc	1
7536	olsen	3
7537	olson	1
7538	olymp	16
7539	olympia	3
7540	olympian	1
7541	om	1
7542	omah	1
7543	oman	4
7544	omar	9
7545	ombudsman	4
7546	omen	3
7547	omeri	1
7548	omin	2
7549	omiss	2
7550	omit	2
7551	omnivor	1
7552	onal	1
7553	onboard	4
7554	one	606
7555	onetim	2
7556	ong	1
7557	ongo	14
7558	onkar	1
7559	onlin	1
7560	onlook	9
7561	onsit	1
7562	onslaught	1
7563	onto	50
7564	onw	1
7565	onward	1
7566	op	1
7567	opec	1
7568	open	275
7569	openli	16
7570	oper	166
7571	opera	2
7572	operat	1
7573	opinion	23
7574	oppon	75
7575	opportun	30
7576	oppos	42
7577	opposit	188
7578	opt	6
7579	optic	2
7580	optim	4
7581	optimist	12
7582	option	39
7583	opul	3
7584	opusa	1
7585	oracl	1
7586	oral	1
7587	orang	10
7588	orano	1
7589	orat	2
7590	oratori	1
7591	orbit	1
7592	orchard	1
7593	orchestr	4
7594	ordain	1
7595	ordeal	5
7596	order	132
7597	orderli	6
7598	ordin	1
7599	ordinari	16
7600	ordnanc	7
7601	ore	7
7602	oregon	11
7603	oreman	1
7604	org	13
7605	organ	120
7606	organiz	2
7607	orgi	1
7608	orient	6
7609	origin	46
7610	orissa	1
7611	orlando	4
7612	orlean	1
7613	orphan	1
7614	orrin	2
7615	ort	1
7616	ortega	2
7617	ortel	1
7618	orthodox	17
7619	orthoped	1
7620	ortiz	3
7621	osama	84
7622	oscar	5
7623	oshima	3
7624	oshman	6
7625	oskinoff	1
7626	oslo	2
7627	osprey	1
7628	osseo	1
7629	ostentati	1
7630	osteochondrosi	1
7631	ostrichlik	1
7632	other	196
7633	otherwis	22
7634	otpor	2
7635	ottoman	5
7636	ouattara	30
7637	ought	13
7638	oui	1
7639	ould	1
7640	ouof	1
7641	oust	53
7642	ouster	9
7643	out	2
7644	outboard	3
7645	outbreak	6
7646	outburst	3
7647	outclass	1
7648	outcom	46
7649	outcri	1
7650	outdoor	4
7651	outer	11
7652	outfit	6
7653	outgo	9
7654	outgrowth	2
7655	outgun	1
7656	outing	1
7657	outlast	4
7658	outlaw	8
7659	outlay	1
7660	outlet	4
7661	outli	1
7662	outlin	8
7663	outliv	1
7664	outmaneuv	3
7665	outmod	1
7666	outnumb	3
7667	outplay	1
7668	outpol	16
7669	outpost	1
7670	outpour	5
7671	output	2
7672	outrag	21
7673	outrais	1
7674	outreach	1
7675	outright	21
7676	outset	4
7677	outsid	175
7678	outskirt	4
7679	outsmart	3
7680	outspend	1
7681	outspent	3
7682	outspoken	4
7683	outstand	2
7684	outster	1
7685	outstrip	1
7686	outtara	1
7687	outvot	1
7688	outward	3
7689	outwardli	1
7690	outweigh	2
7691	oval	4
7692	ovat	1
7693	overabund	1
7694	overal	6
7695	overbil	1
7696	overboard	2
7697	overcam	8
7698	overcom	13
7699	overconfid	3
7700	overcrowd	1
7701	overdo	1
7702	overdu	1
7703	overec	1
7704	overestim	1
7705	overextend	1
7706	overflow	4
7707	overh	1
7708	overhaul	3
7709	overhead	13
7710	overjoy	1
7711	overlap	1
7712	overli	2
7713	overload	3
7714	overlook	8
7715	overnight	25
7716	overpaid	1
7717	overpow	17
7718	overreact	1
7719	overrid	3
7720	overrul	1
7721	overrun	2
7722	oversaw	5
7723	overse	29
7724	oversea	25
7725	overshadow	10
7726	oversight	1
7727	overst	2
7728	overstay	1
7729	overstep	1
7730	overt	3
7731	overtak	2
7732	overtaken	1
7733	overthrew	5
7734	overthrow	9
7735	overthrown	4
7736	overtim	2
7737	overtli	1
7738	overton	1
7739	overtook	1
7740	overtur	2
7741	overturff	1
7742	overturn	16
7743	overwhelm	27
7744	overwhelmingli	2
7745	overwrought	1
7746	overzeal	2
7747	owe	12
7748	owen	9
7749	owhali	2
7750	own	21
7751	owner	20
7752	ownership	1
7753	oxfam	1
7754	oxfamamerica	1
7755	oxygen	1
7756	oyanguren	1
7757	p	77
7758	pa	19
7759	pabl	2
7760	pac	1
7761	pace	10
7762	pacif	26
7763	pack	34
7764	packag	4
7765	pact	7
7766	paddi	12
7767	paddl	1
7768	padella	1
7769	padlock	1
7770	pae	2
7771	page	39
7772	pageantri	2
7773	pager	1
7774	paid	30
7775	paig	1
7776	pain	31
7777	painstak	3
7778	painstakingli	3
7779	paint	11
7780	painter	1
7781	pair	20
7782	pajama	1
7783	pajoli	1
7784	pakistan	30
7785	pakistani	8
7786	palac	24
7787	palacio	2
7788	palanka	3
7789	pale	2
7790	palestin	11
7791	palestinian	53
7792	pall	2
7793	pallbear	1
7794	palm	5
7795	palmer	7
7796	paltri	1
7797	pamper	1
7798	pamphlet	3
7799	pan	8
7800	panama	24
7801	panamanian	1
7802	panamericana	1
7803	panchal	1
7804	pandya	14
7805	paneagua	2
7806	panel	16
7807	paniagua	35
7808	panic	16
7809	panick	8
7810	pant	1
7811	pantap	1
7812	panther	1
7813	pantsuit	1
7814	paola	3
7815	papandr	2
7816	paper	24
7817	paperwork	2
7818	para	1
7819	parachut	1
7820	parad	21
7821	paradigm	1
7822	paradox	1
7823	parafinanci	2
7824	paraguay	3
7825	parallel	6
7826	paralys	1
7827	paralyz	1
7828	paramed	2
7829	paramilitari	10
7830	paranoia	3
7831	paranoiac	1
7832	paraphras	1
7833	parapleg	2
7834	parapolic	2
7835	pardon	91
7836	parent	60
7837	pari	9
7838	pariah	5
7839	parikh	1
7840	parishion	3
7841	park	48
7842	parlanc	3
7843	parlett	1
7844	parliament	58
7845	parliamentari	6
7846	parliamentarian	1
7847	parlor	1
7848	parmar	1
7849	parodi	1
7850	parol	16
7851	part	240
7852	parth	2
7853	parti	192
7854	partial	11
7855	particip	60
7856	particular	31
7857	particularli	41
7858	partisan	3
7859	partisanship	2
7860	partit	2
7861	partli	10
7862	partner	41
7863	partnership	5
7864	parvail	1
7865	pasariavich	1
7866	pascagoula	6
7867	pascual	2
7868	paso	10
7869	pasriavach	1
7870	pasriavich	1
7871	pasricha	1
7872	pass	82
7873	passag	7
7874	passageway	1
7875	passeng	5
7876	passion	10
7877	passiv	2
7878	passport	9
7879	past	140
7880	pasta	1
7881	pastim	1
7882	pastri	2
7883	pastur	1
7884	pat	13
7885	pataki	1
7886	patch	4
7887	patel	10
7888	patera	1
7889	patern	2
7890	path	17
7891	pathway	1
7892	patienc	5
7893	patient	19
7894	patriarch	1
