t_index	term	df
7895	patricia	8
7896	patrick	55
7897	patriot	4
7898	patrol	20
7899	patron	1
7900	patronag	2
7901	patt	1
7902	patten	3
7903	pattern	12
7904	patti	6
7905	paubl	1
7906	pauciti	1
7907	paul	25
7908	paula	2
7909	pauli	1
7910	paulin	1
7911	paus	8
7912	paval	1
7913	pave	7
7914	pavel	13
7915	pavelo	1
7916	pavement	4
7917	pavkov	9
7918	pavl	1
7919	pay	46
7920	payback	1
7921	paycheck	2
7922	payment	14
7923	payn	2
7924	payout	1
7925	payton	1
7926	pb	3
7927	pcp	1
7928	pdci	6
7929	peac	112
7930	peacekeep	7
7931	peacemak	1
7932	peacetre	1
7933	peacetreesvietnam	1
7934	peach	1
7935	peak	1
7936	pearl	1
7937	pearland	2
7938	peas	3
7939	peasant	4
7940	peddl	12
7941	peddler	1
7942	pedestrian	3
7943	pedro	1
7944	peduca	1
7945	peek	1
7946	peeler	1
7947	peer	3
7948	pejor	1
7949	pelev	1
7950	pelki	7
7951	pelt	4
7952	peltier	12
7953	pelvi	1
7954	pen	4
7955	pena	2
7956	penal	4
7957	penalti	19
7958	pencil	1
7959	pend	11
7960	penetr	7
7961	peng	2
7962	peninsula	43
7963	penitentiari	3
7964	penn	3
7965	pennsylvania	27
7966	pension	3
7967	pent	1
7968	pentag	1
7969	pentagon	125
7970	peopl	483
7971	pepper	3
7972	per	7
7973	perceiv	10
7974	percent	97
7975	percentag	12
7976	percept	3
7977	perch	6
7978	percol	1
7979	perdu	3
7980	perelman	1
7981	perez	14
7982	perfect	14
7983	perfectli	2
7984	perform	28
7985	pergram	1
7986	perhap	56
7987	peril	5
7988	perimet	2
7989	period	43
7990	peripher	1
7991	peris	1
7992	perish	9
7993	perjuri	6
7994	perk	1
7995	perman	15
7996	permiss	3
7997	permit	21
7998	perpetr	8
7999	perpetu	1
8000	persecut	10
8001	persever	3
8002	persian	67
8003	persist	11
8004	person	112
8005	personifi	2
8006	personnel	60
8007	perspect	10
8008	persuad	27
8009	persuas	1
8010	pertain	1
8011	peru	62
8012	peruano	1
8013	perus	1
8014	peruvian	50
8015	pervas	1
8016	pervers	1
8017	pervez	4
8018	peshawar	1
8019	pessag	1
8020	pessim	2
8021	pessimist	1
8022	pet	3
8023	pete	38
8024	peter	26
8025	petersberg	1
8026	petersburg	8
8027	petersen	2
8028	peterson	10
8029	petier	1
8030	petit	16
8031	petn	1
8032	petrova	1
8033	petti	6
8034	pew	2
8035	pezzor	2
8036	pham	3
8037	pharmaceut	4
8038	pharmaci	2
8039	phase	9
8040	phenomenon	3
8041	pherchevia	1
8042	phieu	7
8043	phil	2
8044	philadelphia	3
8045	philanthrop	3
8046	philanthropi	4
8047	philanthropist	1
8048	philharmon	1
8049	philip	12
8050	philippin	3
8051	phillip	1
8052	philosophi	3
8053	phoenix	3
8054	phone	62
8055	phonet	1
8056	phoni	2
8057	photo	24
8058	photograph	25
8059	phrase	6
8060	phylli	1
8061	physic	30
8062	physician	5
8063	pick	61
8064	pickax	1
8065	picker	1
8066	picket	5
8067	pickup	10
8068	picnic	3
8069	pictur	35
8070	piec	49
8071	piecem	1
8072	pier	8
8073	pierc	11
8074	pierr	3
8075	pietropaoli	1
8076	pig	5
8077	piggyback	2
8078	pike	1
8079	pile	24
8080	pilfer	1
8081	pilgrim	2
8082	pillar	16
8083	pillori	3
8084	pillow	1
8085	pillowcas	1
8086	pilot	28
8087	pin	10
8088	pincu	3
8089	pine	9
8090	pink	4
8091	pinkish	1
8092	pinochet	1
8093	pinpoint	2
8094	piolin	6
8095	pioneer	2
8096	pipe	6
8097	pipelin	6
8098	piper	1
8099	pistol	8
8100	pit	17
8101	pitch	9
8102	pitkowski	1
8103	pittman	1
8104	pittsburg	2
8105	pittsburgh	3
8106	pivot	6
8107	pizza	2
8108	placard	3
8109	placat	2
8110	place	217
8111	plagu	10
8112	plain	4
8113	plainli	1
8114	plaintiff	1
8115	plaintiv	2
8116	plan	251
8117	planc	1
8118	plane	125
8119	planeload	9
8120	planner	2
8121	plant	19
8122	plantat	4
8123	planter	1
8124	plaster	2
8125	plastic	29
8126	plate	11
8127	plateau	3
8128	platform	19
8129	platt	1
8130	play	131
8131	player	54
8132	playoff	1
8133	playwright	2
8134	plaza	2
8135	plea	16
8136	plead	31
8137	pleas	27
8138	pleaser	2
8139	pleasur	8
8140	plebiscit	2
8141	pled	2
8142	pledg	68
8143	plenti	7
8144	pli	1
8145	plight	3
8146	plot	25
8147	plotnikov	2
8148	plotter	2
8149	plow	2
8150	ploy	1
8151	plu	20
8152	pluck	3
8153	plug	2
8154	plum	5
8155	plume	3
8156	plummet	6
8157	plung	13
8158	plural	1
8159	plush	1
8160	plust	1
8161	pmsea	2
8162	pneumat	2
8163	po	1
8164	pock	1
8165	pocket	20
8166	pocketbook	1
8167	podesta	1
8168	podgarica	1
8169	podgorica	3
8170	podium	3
8171	poet	1
8172	poignanc	1
8173	poignant	6
8174	point	189
8175	pointedli	1
8176	pointless	2
8177	pois	6
8178	poison	7
8179	poke	2
8180	poker	1
8181	poland	4
8182	polar	2
8183	pole	7
8184	polic	212
8185	policeman	14
8186	policemen	14
8187	polici	94
8188	polish	3
8189	polit	229
8190	politburo	1
8191	politi	1
8192	politic	3
8193	politica	1
8194	politician	42
8195	politika	5
8196	poll	64
8197	pollard	6
8198	pollincen	1
8199	pollster	4
8200	pollut	3
8201	polo	1
8202	pomp	2
8203	ponchevo	1
8204	poncho	3
8205	ponder	2
8206	pondicherri	2
8207	pontiac	1
8208	ponytail	5
8209	pooh	2
8210	pool	9
8211	poor	27
8212	poorer	2
8213	poorest	4
8214	poorli	6
8215	pop	2
8216	pope	64
8217	popov	4
8218	popul	48
8219	popular	94
8220	popularli	1
8221	populist	7
8222	por	1
8223	porch	2
8224	porou	1
8225	porridg	1
8226	port	172
8227	portabl	2
8228	porter	3
8229	porterag	1
8230	portion	13
8231	portland	7
8232	portman	1
8233	portrait	5
8234	portray	11
8235	portsid	1
8236	portsmouth	5
8237	portugues	5
8238	pose	25
8239	posh	2
8240	posit	112
8241	possess	19
8242	possibl	236
8243	post	93
8244	postal	2
8245	postcard	1
8246	postelect	1
8247	poster	10
8248	posthum	7
8249	postmatch	2
8250	postmortem	1
8251	postpon	13
8252	postur	4
8253	postwar	1
8254	pot	2
8255	potato	2
8256	potent	3
8257	potenti	50
8258	pothol	1
8259	potray	1
8260	potter	1
8261	pouch	2
8262	poultri	2
8263	pounc	1
8264	pound	25
8265	pour	39
8266	povel	1
8267	poverti	20
8268	pow	9
8269	powel	9
8270	power	330
8271	powerbrok	1
8272	powerhous	1
8273	powerless	2
8274	poynter	1
8275	pozarevac	5
8276	practic	39
8277	praddo	1
8278	pradeep	1
8279	pradesh	4
8280	pragmat	4
8281	pragna	1
8282	pragu	1
8283	prais	28
8284	prakash	1
8285	pramod	1
8286	prankster	1
8287	prateek	1
8288	pratt	2
8289	pravda	1
8290	pray	23
8291	prayer	20
8292	pre	10
8293	preach	3
8294	precari	2
8295	precaut	34
8296	precautionari	6
8297	preced	10
8298	precinct	5
8299	preciou	4
8300	precipit	3
8301	precis	19
8302	preclud	1
8303	precondit	3
8304	predat	3
8305	predawn	1
8306	predecessor	7
8307	predgrag	4
8308	predica	1
8309	predict	55
8310	predominantli	1
8311	predrag	1
8312	prefabr	1
8313	prefer	17
8314	pregam	1
8315	pregnanc	1
8316	pregnant	5
8317	prejud	1
8318	prejudg	2
8319	prejudic	1
8320	preliminari	24
8321	prelud	2
8322	prematur	5
8323	premedit	6
8324	premis	2
8325	premium	1
8326	premonit	1
8327	preoccupi	2
8328	preordain	1
8329	prepackag	1
8330	prepar	128
8331	preparatori	1
8332	preplan	3
8333	preposit	1
8334	prerog	2
8335	presag	3
8336	prescrib	3
8337	prescript	10
8338	presenc	36
8339	present	61
8340	preserv	14
8341	presevo	1
8342	presid	552
8343	presiden	1
8344	presidenti	221
8345	press	121
8346	pressman	1
8347	pressur	74
8348	prestig	1
8349	prestigi	1
8350	presum	35
8351	presumpt	1
8352	preteen	1
8353	pretend	5
8354	pretext	2
8355	pretti	42
8356	prevail	21
8357	prevent	58
8358	preview	2
8359	previou	31
8360	previous	27
8361	pri	15
8362	prianka	1
8363	pribicev	1
8364	price	32
8365	pricey	1
8366	pride	13
8367	priest	14
8368	primari	15
8369	primarili	1
8370	prime	117
8371	primit	1
8372	princ	8
8373	princeton	2
8374	princip	6
8375	principl	19
8376	prinosil	2
8377	print	5
8378	prior	15
8379	prioriti	40
8380	priscilla	1
8381	prisilla	1
8382	prison	142
8383	prissila	1
8384	pristavkin	4
8385	pristina	5
8386	privaci	4
8387	privat	58
8388	privi	1
8389	privileg	9
8390	priyanka	1
8391	prize	12
8392	pro	45
8393	proactiv	1
8394	probabl	63
8395	probat	5
8396	probe	32
8397	probiti	1
8398	problem	99
8399	problemat	4
8400	proce	5
8401	procedur	31
8402	proceed	24
8403	process	100
8404	procession	1
8405	proclaim	18
8406	prod	2
8407	prodigi	1
8408	produc	35
8409	product	19
8410	prof	1
8411	profess	2
8412	profession	15
8413	professor	33
8414	professori	1
8415	profil	31
8416	profit	14
8417	profound	3
8418	progeni	1
8419	progenitor	1
8420	program	51
8421	progress	35
8422	prohibit	7
8423	project	26
8424	projectil	1
8425	prokuplj	1
8426	prolifer	1
8427	prolong	8
8428	promila	3
8429	promin	20
8430	promis	103
8431	promot	29
8432	prompt	46
8433	promptli	4
8434	prone	4
8435	pronounc	12
8436	proof	13
8437	prop	2
8438	propag	1
8439	propaganda	19
8440	prope	1
8441	propel	9
8442	propens	1
8443	proper	12
8444	properli	4
8445	properti	12
8446	prophet	2
8447	propon	2
8448	proport	3
8449	proportion	1
8450	propos	27
8451	proposit	7
8452	proprietor	1
8453	propuls	7
8454	proscrib	2
8455	prosecut	33
8456	prosecutor	61
8457	prospect	22
8458	prosper	30
8459	prosperi	1
8460	prostat	2
8461	prote	1
8462	protect	91
8463	protectionist	1
8464	protector	2
8465	protest	130
8466	protestor	9
8467	protic	1
8468	protract	5
8469	proud	15
8470	proudli	2
8471	prove	46
8472	proven	12
8473	provid	98
8474	providian	1
8475	provinc	30
8476	provis	7
8477	provision	4
8478	provoc	4
8479	provok	16
8480	prow	1
8481	prowl	1
8482	proxi	4
8483	prudenc	2
8484	prudent	6
8485	psychiatrist	1
8486	psychic	1
8487	psycholog	4
8488	psychologist	3
8489	psychosi	1
8490	ptt	1
8491	public	165
8492	publicist	1
8493	publicli	27
8494	publish	34
8495	puddl	1
8496	pueblo	2
8497	puerto	2
8498	puf	2
8499	puff	1
8500	pug	1
8501	pull	126
8502	pulpit	1
8503	puls	6
8504	pulver	1
8505	pumahambo	1
8506	pummel	1
8507	pump	10
8508	pumpkin	1
8509	punch	12
8510	punctuat	6
8511	punctur	9
8512	puni	1
8513	punish	48
8514	punit	2
8515	puppet	6
8516	purchas	22
8517	purdum	1
8518	pure	7
8519	purebr	2
8520	purg	3
8521	purif	3
8522	purifi	1
8523	purist	1
8524	puritan	1
8525	puriti	1
8526	purpl	4
8527	purport	1
8528	purpos	20
8529	purs	1
8530	pursu	36
8531	pursuit	1
8532	push	67
8533	put	185
8534	putaway	1
8535	putin	71
8536	putsch	3
8537	putt	1
8538	puzzl	8
8539	pyno	1
8540	pyongyang	1
8541	pyramid	1
8542	pyre	9
8543	qadhi	2
8544	qaeda	4
8545	qaida	4
8546	qatar	15
8547	qazi	1
8548	qian	1
8549	quaill	1
8550	quak	89
8551	qualif	4
8552	qualifi	18
8553	qualiti	7
8554	quang	2
8555	quantit	1
8556	quantiti	7
8557	quantum	5
8558	quarantin	1
8559	quarrelsom	2
8560	quarten	1
8561	quarter	31
8562	quarterback	1
8563	quarterdeck	2
8564	quarterfin	26
8565	quarterfinalist	4
8566	quartet	1
8567	quash	1
8568	quasi	1
8569	qud	1
8570	queen	3
8571	quell	4
8572	queri	1
8573	quest	1
8574	question	214
8575	queue	1
8576	quick	36
8577	quicker	3
8578	quickli	76
8579	quid	1
8580	quiet	14
8581	quieter	2
8582	quietli	13
8583	quietud	1
8584	quigley	5
8585	quill	1
8586	quinci	3
8587	quinn	11
8588	quip	1
8589	quit	63
8590	quiver	1
8591	quiz	2
8592	quizz	1
8593	quo	1
8594	quorum	2
8595	quot	45
8596	quotat	1
8597	quotient	1
8598	quow	1
8599	quran	2
8600	r	53
8601	ra	1
8602	rabitah	1
8603	racak	1
8604	race	102
8605	racial	4
8606	racicot	1
8607	racism	1
8608	racist	1
8609	rack	2
8610	racket	29
8611	rackham	1
8612	rad	1
8613	radar	9
8614	radavan	1
8615	raddatz	1
8616	rade	2
8617	radford	1
8618	radiat	3
8619	radic	24
8620	radicor	1
8621	radio	72
8622	radioact	1
8623	radioprograma	7
8624	radoman	3
8625	radov	2
8626	radovan	3
8627	rafael	2
8628	rafiq	1
8629	raft	2
8630	rafter	27
8631	raftogi	3
8632	rag	6
8633	rage	12
8634	rahman	2
8635	raid	8
8636	rail	2
8637	railroad	5
8638	railway	6
8639	rain	28
8640	raincoat	2
8641	raini	8
8642	rainstorm	2
8643	rais	91
8644	raiser	15
8645	raj	1
8646	rajan	1
8647	rajasthan	4
8648	rajat	3
8649	rajendrakumar	1
8650	rajesh	3
8651	ralli	126
8652	ralph	10
8653	ram	9
8654	rama	1
8655	ramadan	3
8656	ramallah	4
8657	rambhai	3
8658	rambo	4
8659	ramesh	3
8660	ramirez	5
8661	ramiy	1
8662	ramo	1
8663	ramp	6
8664	rampag	6
8665	rampal	1
8666	rampant	10
8667	ramshackl	1
8668	ramstein	20
8669	ran	39
8670	ranad	3
8671	ranch	3
8672	rancher	1
8673	rancor	3
8674	rand	1
8675	randi	19
8676	random	6
8677	rang	46
8678	rangel	1
8679	ranger	1
8680	rank	41
8681	rann	1
8682	ransom	3
8683	rap	1
8684	rape	8
8685	rapid	9
8686	rapidli	13
8687	rapist	14
8688	rapproch	4
8689	raquel	2
8690	rare	54
8691	rarer	1
8692	rariti	1
8693	rash	1
8694	rashad	1
8695	rashid	2
8696	rasik	1
8697	rat	3
8698	rate	17
8699	rath	1
8700	rather	63
8701	rathod	1
8702	ratif	1
8703	ratifi	4
8704	ration	4
8705	rational	1
8706	ratko	2
8707	ratliff	1
8708	ratnal	1
8709	ratnalaswami	1
8710	rattl	8
8711	raucou	4
8712	ravag	12
8713	raven	2
8714	ravenel	1
8715	ravin	5
8716	raw	2
8717	rawalpindi	1
8718	ray	11
8719	raymond	4
8720	raznatov	1
8721	razor	3
8722	razzano	4
8723	rd	19
8724	rdp	1
8725	rdr	5
8726	re	214
8727	reach	168
8728	reachabl	4
8729	react	9
8730	reaction	17
8731	reactionari	1
8732	reactor	5
8733	read	46
8734	reader	2
8735	readi	58
8736	reaffirm	4
8737	reagan	9
8738	real	74
8739	realist	4
8740	realiti	18
8741	realiz	32
8742	realli	105
8743	reappear	2
8744	rear	35
8745	rearrest	1
8746	reason	100
8747	reassert	2
8748	reassess	1
8749	reassum	1
8750	reassur	6
8751	rebecca	1
8752	rebel	14
8753	rebelli	1
8754	rebellion	6
8755	rebirth	1
8756	rebound	7
8757	rebroadcast	2
8758	rebuf	1
8759	rebuff	1
8760	rebuild	22
8761	rebuilt	1
8762	rebuk	3
8763	reburi	3
8764	rebutt	1
8765	recal	17
8766	recalcitr	1
8767	recant	8
8768	recap	1
8769	recaptur	6
8770	reced	4
8771	receipt	7
8772	receiv	130
8773	recent	143
8774	recept	6
8775	receptionist	1
8776	recess	1
8777	recipi	2
8778	recit	1
8779	reckon	5
8780	reclaim	5
8781	reclus	3
8782	recogn	47
8783	recognit	5
8784	recomm	1
8785	recommend	41
8786	recon	1
8787	reconcil	1
8788	reconcili	19
8789	reconnaiss	2
8790	reconsid	2
8791	reconstitut	2
8792	reconstruct	7
8793	record	84
8794	recount	16
8795	recov	130
8796	recoveri	48
8797	recreat	9
8798	recrimin	1
8799	recruit	11
8800	rectifi	1
8801	rector	1
8802	recuper	3
8803	recur	2
8804	recurr	5
8805	red	83
8806	redcross	1
8807	reddish	1
8808	reded	1
8809	redeem	2
8810	redefin	2
8811	redempt	1
8812	redesign	1
8813	redesignwo	1
8814	redford	1
8815	rediscov	1
8816	redistrict	1
8817	redress	1
8818	redskin	1
8819	reduc	27
8820	reduct	2
8821	reebok	1
8822	reeca	1
8823	reeker	9
8824	reel	1
8825	reemerg	1
8826	reenerg	1
8827	reenter	1
8828	reev	1
8829	reexamin	1
8830	refer	59
8831	referendum	9
8832	refin	1
8833	refineri	4
8834	refit	2
8835	reflag	1
8836	reflect	36
8837	reflex	1
8838	reform	48
8839	refrain	3
8840	refresh	2
8841	refriger	2
8842	refuel	122
8843	refug	7
8844	refuge	7
8845	refund	1
8846	refurbish	1
8847	refus	113
8848	refut	3
8849	regain	13
8850	regalia	2
8851	regalla	1
8852	regard	32
8853	regardless	7
8854	regga	1
8855	regim	64
8856	region	154
8857	regist	31
8858	registr	4
8859	registri	2
8860	regret	13
8861	regroup	5
8862	regul	12
8863	regular	14
8864	regularli	4
8865	regulatori	1
8866	rehabilit	4
8867	rehears	2
8868	rehir	1
8869	rehnquist	2
8870	reicher	1
8871	reichstag	1
8872	reign	11
8873	reignit	1
8874	reimpos	1
8875	rein	8
8876	reincarn	1
8877	reinforc	19
8878	reinstat	2
8879	reinstitut	1
8880	reintegr	5
8881	reiter	8
8882	reject	61
8883	rejoic	3
8884	rejoin	2
8885	rekanlt	1
8886	rel	75
8887	relat	104
8888	relationship	41
8889	relax	12
8890	relay	6
8891	relearn	1
8892	releas	153
8893	relent	1
8894	relentless	4
8895	relev	6
8896	reli	10
8897	reliabl	2
8898	relianc	3
8899	relief	64
8900	reliev	9
8901	religi	27
8902	religion	8
8903	relinquish	8
8904	relish	2
8905	reliv	2
8906	reloc	1
8907	reluct	13
8908	reluctantli	2
8909	remain	329
8910	remaind	6
8911	remak	1
8912	remark	39
8913	rematch	5
8914	remedi	1
8915	rememb	54
8916	remembr	2
8917	remind	27
8918	reminisc	2
8919	remiss	13
8920	remnant	3
8921	remors	2
8922	remot	16
8923	remotest	2
8924	remov	80
8925	renaiss	2
8926	renam	4
8927	render	9
8928	rendero	2
8929	rendezv	2
8930	rene	2
8931	renew	17
8932	renna	1
8933	reno	10
8934	renomin	1
8935	renounc	5
8936	renown	1
8937	rent	12
8938	rental	1
8939	reoccur	1
8940	reopen	8
8941	reorgan	2
8942	rep	40
8943	repackag	1
8944	repaid	2
8945	repaint	1
8946	repair	45
8947	repatri	7
8948	repay	2
8949	repeal	1
8950	repeat	27
8951	repeatedli	28
8952	repel	9
8953	repent	3
8954	repetit	1
8955	replac	44
8956	replay	1
8957	replet	1
8958	repli	20
8959	replic	1
8960	repor	1
8961	report	401
8962	reportedli	28
8963	repres	70
8964	represent	3
8965	repress	9
8966	repriev	1
8967	repris	6
8968	republ	66
8969	republican	120
8970	republika	1
8971	repudi	1
8972	repuls	3
8973	reput	29
8974	reputedli	4
8975	request	56
8976	requir	77
8977	rerout	1
8978	rerun	2
8979	reschedul	1
8980	rescu	114
8981	rescuer	49
8982	research	21
8983	resembl	6
8984	resent	12
8985	reserv	19
8986	resettl	1
8987	reshap	3
8988	resid	99
8989	residenti	10
8990	residu	8
8991	resign	84
8992	resili	5
8993	resist	32
8994	resolut	15
8995	resolv	35
8996	reson	1
8997	resort	24
8998	resound	2
8999	resourc	12
9000	respect	57
9001	respir	2
9002	respiratori	2
9003	responbl	1
9004	respond	50
9005	respons	175
9006	ressam	1
9007	rest	91
9008	restart	2
9009	restat	1
9010	restaur	8
9011	restitut	5
9012	restiv	3
9013	restless	1
9014	restock	1
9015	restor	57
9016	restrain	4
9017	restraint	3
9018	restrict	14
9019	result	146
9020	resum	29
9021	resumpt	2
9022	resurfac	5
9023	resurg	4
9024	resurrect	2
9025	resuscit	1
9026	retail	2
9027	retain	17
9028	retak	7
9029	retali	29
9030	retaliatori	4
9031	retard	1
9032	retherford	1
9033	rethink	2
9034	retic	1
9035	retinu	1
9036	retir	94
9037	retire	1
9038	retrac	1
9039	retract	15
9040	retractor	1
9041	retreat	16
9042	retrial	2
9043	retribut	2
9044	retriev	25
9045	retrospect	5
9046	return	235
9047	returne	1
9048	reunif	1
9049	reunion	2
9050	reunit	4
9051	reuter	3
9052	rev	14
9053	reveal	34
9054	revel	8
9055	reveng	13
9056	revenu	2
9057	rever	5
9058	reverber	1
9059	revers	24
9060	revert	1
9061	review	51
9062	revil	2
9063	revis	16
9064	reviv	18
9065	revkin	1
9066	revok	4
9067	revolt	15
9068	revolut	30
9069	revolutionari	11
9070	revolv	5
9071	revonish	1
9072	reward	38
9073	rewrit	1
9074	rewrot	1
9075	rex	3
9076	rey	4
9077	reynaldo	1
9078	reynold	4
9079	rfa	1
9080	rg	1
9081	rhein	5
9082	rhetor	4
9083	rheumat	2
9084	rhode	4
9085	ri	1
9086	riad	1
9087	rial	1
9088	rib	1
9089	ribat	1
9090	ribbon	3
9091	rica	2
9092	rican	2
9093	ricardo	17
9094	rice	19
9095	rich	34
9096	richard	49
9097	richardson	1
9098	richer	1
9099	richest	2
9100	richmond	3
9101	richter	7
9102	rick	19
9103	ricochet	1
9104	rid	8
9105	riddanc	1
9106	riddl	1
9107	ride	17
9108	rider	1
9109	riderless	1
9110	ridg	8
9111	ridicul	2
9112	riestra	1
9113	rifai	3
9114	rifl	20
9115	rift	1
9116	rig	23
9117	rigg	4
9118	right	201
9119	rightist	1
9120	rigor	1
9121	rim	7
9122	ring	8
9123	ringlead	12
9124	ringold	1
9125	rinn	1
9126	rins	2
9127	rio	2
9128	riot	34
9129	rioter	1
9130	riotou	1
9131	rip	47
9132	rippl	2
9133	rippner	6
9134	rise	64
9135	risen	7
9136	risk	57
9137	riski	13
9138	ristic	1
9139	rita	6
9140	ritesh	1
9141	rith	1
9142	rittner	4
9143	ritual	3
9144	riva	23
9145	rival	41
9146	rivalri	10
9147	rivasseau	1
9148	river	13
9149	rivera	1
9150	riverb	1
9151	riversid	1
9152	rivet	1
9153	riviera	2
9154	riyadh	7
9155	rnahan	1
9156	rnment	1
9157	roach	2
9158	road	61
9159	roadblock	17
9160	roadsid	2
9161	roadway	1
9162	roam	12
9163	roar	15
9164	rob	17
9165	robb	17
9166	robber	19
9167	robberi	55
9168	robe	7
9169	rober	3
9170	robert	91
9171	roberto	2
9172	robertson	4
9173	robin	4
9174	robinson	2
9175	robust	2
9176	rochel	1
9177	rochest	2
9178	rochu	2
9179	rock	75
9180	rocket	16
9181	rocki	7
9182	rockland	4
9183	rockport	1
9184	rod	25
9185	rode	4
9186	roderick	2
9187	rodger	2
9188	rodham	47
9189	rodrick	1
9190	rodriguez	16
9191	rodriquez	2
9192	rodway	3
9193	rogan	3
9194	roger	48
9195	rogu	3
9196	rohit	1
9197	roil	1
9198	rok	3
9199	rolan	1
9200	roland	3
9201	role	59
9202	roll	27
9203	rolla	9
9204	roller	1
9205	rollerblad	1
9206	roman	7
9207	romania	6
9208	romanian	3
9209	romano	1
9210	rome	2
9211	romero	5
9212	ron	20
9213	ronald	13
9214	ronay	1
9215	ronchest	1
9216	rondero	2
9217	ronni	1
9218	roof	26
9219	rooftop	1
9220	rooki	1
9221	room	58
9222	roommat	1
9223	roosevelt	1
9224	roost	1
9225	root	10
9226	rope	6
9227	roper	1
9228	rorter	1
9229	rosa	2
9230	rose	33
9231	rosenberg	9
9232	rosenburg	1
9233	rosenfield	1
9234	rosewal	1
9235	roshan	1
9236	rosovski	2
9237	rostenkowski	4
9238	roster	2
9239	roswel	1
9240	rot	4
9241	rotat	4
9242	rotaviru	2
9243	roth	14
9244	rotor	1
9245	roug	1
9246	rough	8
9247	roughli	16
9248	roughshod	1
9249	round	113
9250	roundli	1
9251	rout	64
9252	routin	20
9253	rove	2
9254	row	11
9255	rowland	9
9256	roy	7
9257	royal	7
9258	rss	1
9259	rt	2
9260	rtj	1
9261	rtr	3
9262	ru	1
9263	ruano	2
9264	rub	4
9265	rubber	26
9266	rubbl	62
9267	rubblervivor	1
9268	rubenstein	2
9269	rubi	2
9270	rubin	7
9271	rude	2
9272	ruder	1
9273	rudimentari	1
9274	rudnick	1
9275	rudolph	10
9276	rue	1
9277	ruegg	1
9278	ruesta	3
9279	rueter	1
9280	rug	5
9281	rugd	1
9282	ruger	1
9283	rugova	1
9284	ruin	36
9285	ruinou	1
9286	rule	197
9287	ruler	39
9288	rumbl	8
9289	rumor	31
9290	rumpl	1
9291	rumsfeld	7
9292	run	255
9293	runaway	1
9294	rundel	4
9295	rundown	1
9296	runner	14
9297	runoff	32
9298	runup	1
9299	runway	7
9300	rupe	1
9301	rupert	1
9302	ruptur	3
9303	rural	13
9304	ruse	1
9305	rusedski	4
9306	rush	56
9307	russ	1
9308	russel	1
9309	russellvil	1
9310	russia	129
9311	russian	155
9312	rust	2
9313	rusti	2
9314	ruth	1
9315	ruthless	2
9316	rux	3
9317	ruxandra	2
9318	ruzedzki	1
9319	ruzica	1
9320	rv	7
9321	rwanda	3
9322	rwandan	2
9323	rwandiz	2
9324	ry	1
9325	ryan	1
9326	ryde	1
9327	sa	1
9328	saba	1
9329	sabaa	1
9330	sabbath	1
9331	sabotag	6
9332	sac	1
9333	sach	3
9334	sachan	2
9335	sack	3
9336	sacr	5
9337	sacrific	10
9338	sad	22
9339	sadah	1
9340	sadam	1
9341	sadat	4
9342	saddam	5
9343	sadden	9
9344	sadder	1
9345	saddiq	1
9346	sadilenko	1
9347	sadli	1
9348	saeed	5
9349	safe	55
9350	safer	2
9351	safeti	42
9352	safin	29
9353	sag	5
9354	saga	2
9355	sage	1
9356	saharan	3
9357	said	729
9358	saigon	22
9359	sail	16
9360	sailor	246
9361	sainov	2
9362	saint	4
9363	sajic	1
9364	sake	2
9365	sala	11
9366	salaam	4
9367	salad	1
9368	salaf	1
9369	salafi	1
9370	salafist	1
9371	salah	2
9372	salanki	1
9373	salari	6
9374	salay	1
9375	salazar	1
9376	sale	14
9377	saleh	38
9378	salem	5
9379	saler	1
9380	salesman	3
9381	salient	1
9382	salih	1
9383	salim	2
9384	sallah	1
9385	salli	2
9386	salsa	1
9387	salt	5
9388	salut	8
9389	salvador	47
9390	salvadoran	24
9391	salvadorian	2
9392	salvag	13
9393	salvat	1
9394	salvo	1
9395	sam	4
9396	sama	3
9397	sammi	1
9398	samor	1
9399	sampl	9
9400	sampra	30
9401	samshran	1
9402	samuel	8
9403	samurai	1
9404	san	73
9405	sana	10
9406	sanchez	11
9407	sanction	52
9408	sanctuari	4
9409	sand	10
9410	sandbag	2
9411	sander	1
9412	sandi	24
9413	sandiego	1
9414	sandlewood	1
9415	sandov	1
9416	sandra	1
9417	sandrin	10
9418	sandwich	1
